id,start year,start month,end year,end month,?province1,province2
1139738,1985,11,1992,12,西藏自治區,
1138738,1979,4,1981,12,貴州省,
1138738,1981,12,1983,5,貴州省,
1138738,1983,5,1988,3,貴州省,
1138738,1983,8,1988,8,貴州省,
1138738,1988,1,1998,1,貴州省,
1138738,1998,1,2003,1,貴州省,
1138738,1988,1,1998,1,貴州省,
1140277,1980,1,1988,2,,
1140277,1988,2,1991,9,,
1140277,1998,3,2003,3,,
1143905,2008,1,now,,河南省,
1146467,1978,7,1980,9,福建省,
1146467,1980,9,1987,7,福建省,
1146467,1987,7,1992,12,福建省,
1146467,1992,12,1995,4,福建省,
1146467,1995,4,2003,10,福建省,
1146467,2002,5,2005,6,福建省,
1146467,2005,3,2007,1,福建省,
1146467,2007,1,2007,6,福建省,
1146467,2007,1,2010,2,福建省,
1146467,2007,6,2010,2,福建省,
1146467,2010,2,2013,10,福建省,
1146467,2012,8,2013,10,福建省,
1146467,2013,10,now,,,
1139129,1982,8,1986,3,,
1139129,1986,3,1986,8,,
1139129,1986,8,1993,1,,
1139129,1993,1,1996,1,天津市,
1139129,1996,1,1997,4,,
1139129,1997,4,1998,9,,
1139129,1998,9,2001,2,,
1139129,2001,2,2003,3,,
1139129,2003,3,2008,12,,
1139129,2008,12,2012,6,浙江省,
1139129,2008,12,2013,11,浙江省,
1139129,2012,6,2013,9,浙江省,
1139129,2012,6,now,,浙江省,
1139129,2013,10,now,,浙江省,
1139129,2013,10,now,,浙江省,
1140281,1983,7,1993,4,上海市,
1169145,1983,7,1984,5,江西省,
1169145,1984,5,1987,10,江西省,
1169145,1987,10,1988,8,江西省,
1169145,1988,8,1988,9,江西省,
1169145,1988,9,1989,1,江西省,
1169145,1989,1,1993,7,江西省,
1169145,1993,9,1996,3,江西省,
1169145,1992,4,1994,2,江西省,
1169145,1996,3,2000,1,江西省,
1169145,2000,1,2002,12,江西省,
1169145,2002,12,2004,1,江西省,
1169145,2002,12,2004,3,江西省,
1169145,2003,6,2004,2,,
1169145,2004,1,2006,11,江西省,
1169145,2004,2,2006,11,江西省,
1169145,2006,11,2011,8,江西省,
1169145,2006,11,2006,12,江西省,
1169145,2006,12,2011,8,江西省,
1169145,2008,3,2013,3,,
1169145,2011,8,2014,10,江西省,
1169145,2014,10,now,,江西省,
1138858,1978,,1983,,,
1138858,1985,10,1993,2,上海市,
1138858,1993,,1998,,上海市,
1138858,1993,2,1997,9,上海市,
1138858,1997,4,1998,,上海市,
1138858,1997,9,2002,5,上海市,
1138858,2002,2,2003,2,上海市,
1142614,1994,,1997,,,
1142614,1990,1,1995,11,,
1142614,1998,,2004,,,
1142614,1995,11,1997,4,,
1142614,1997,4,1999,3,,
1142614,1999,3,2006,3,,
1142614,2004,3,2006,7,,
1142614,2006,7,2011,1,,
1142614,2011,1,now,,,
1142614,2012,5,now,,,
1142614,2012,11,now,,,
1139368,1973,4,1982,3,湖南省,
1139368,1982,3,1985,3,湖南省,
1139368,1983,6,1985,3,湖南省,
1139368,1985,3,1990,9,湖南省,
1139368,1990,9,1994,12,湖南省,
1139909,1989,3,1990,6,海南省,
1164434,2014,6,now,,,
1139609,1982,8,1987,7,貴州省,
1139609,1986,1,1987,1,貴州省,
1139609,1987,7,1991,9,貴州省,
1139609,1990,3,1991,9,貴州省,
1139609,1991,8,1995,7,貴州省,
1139609,1991,8,1998,1,貴州省,
1139609,1991,9,1993,10,貴州省,
1139609,1993,10,1995,7,貴州省,
1139609,1993,10,1995,7,貴州省,
1139609,1995,7,1997,10,貴州省,
1139609,1997,10,1998,1,貴州省,
1139609,1998,1,2003,1,貴州省,
1139609,2003,1,2007,6,貴州省,
1139609,2002,4,now,,貴州省,
1139609,2004,8,now,,貴州省,
1139609,2007,6,now,,貴州省,
1139609,2012,1,now,,貴州省,
1153744,1978,,1983,,,
1153744,1983,,1988,,,
1153744,1988,,1990,,,
1153744,1990,,1991,,,
1153744,1991,,1992,,,
1153744,1992,,1995,,,
1153744,1995,,1996,,,
1153744,1996,,1998,,,
1153744,1998,,2004,,,
1153744,2004,,2005,,,
1153744,2005,,2007,,,
1153744,2007,,2011,,,
1153744,2011,11,2014,6,廣西壯族自治區|廣西自治區,
1153744,2011,11,2014,4,,
1143148,1978,3,1983,6,,
1138612,1979,12,1986,4,,
1138612,1986,4,1992,1,,
1138612,1992,1,1993,4,,
1138612,1993,4,1994,3,,
1138612,1994,3,1997,2,,
1138612,1997,2,2002,3,,
1138612,2002,3,2003,1,,
1138881,1972,5,1982,11,,
1138881,1982,11,1983,10,,
1138881,1983,10,1984,9,,
1138881,1986,8,1990,5,北京市,
1138881,1990,5,1991,1,北京市,
1138881,1991,1,1993,4,北京市,
1138881,1993,4,1995,3,北京市,
1138881,1995,3,1996,4,北京市,
1138881,1996,4,1996,9,北京市,
1138881,1996,9,2000,8,北京市,
1138881,2000,8,2001,3,北京市,
1138881,2002,11,2007,10,,
1138881,2005,12,2007,4,,
1138881,2007,4,now,,,
1138881,2013,3,now,,,
1141148,1978,8,1985,1,,
1141148,1985,1,1987,3,,
1141148,1987,3,1988,5,,
1141148,1988,5,1990,11,,
1141148,1990,11,1994,3,,
1141148,1994,3,1998,7,,
1141148,1998,7,2003,4,,
1141148,2003,4,2004,9,,
1141148,2004,9,2005,1,黑龍江省,
1141148,2005,1,2009,5,黑龍江省,
1141148,2009,5,2010,5,,
1141148,2010,5,now,,,
1139473,1987,4,1993,2,安徽省,
1142226,1985,12,1988,8,雲南省,
1142226,1985,12,1990,2,雲南省,
1142226,2000,1,2008,1,雲南省,
1139974,1985,4,1990,11,貴州省,
1139974,1985,4,1993,11,貴州省,
1139974,1987,7,1993,11,貴州省,
1139974,1987,11,1994,3,貴州省,
1139974,1988,11,1994,4,貴州省,
1139974,1998,3,2003,3,,
1144616,1975,9,1980,8,,
1144616,1980,8,1984,3,,
1144616,1984,3,1984,5,,
1144616,1984,5,1990,3,,
1144616,1990,3,1996,9,,
1144616,1996,9,2002,12,,
1144616,1998,4,2010,4,,
1139672,1989,1,1993,1,廣西壯族自治區|廣西自治區,
1140183,,,1993,1,浙江省,
1140183,1993,1,1998,1,浙江省,
1172174,1973,,1992,,北京市,
1172174,1994,1,1995,,,
1172174,2013,4,now,,,
1172174,2013,7,now,,,
1143869,1984,11,1994,8,,
1143869,1994,9,1996,10,,
1143869,1996,11,1999,4,,
1143869,1999,5,2001,6,,
1143869,2001,6,2005,12,,
1143869,2004,3,2005,12,廣西壯族自治區|廣西自治區,
1143869,2006,4,2007,2,,
1143869,2007,2,2008,3,,
1143869,2008,3,now,,,
1140744,,,1988,8,,
1140744,1988,8,1994,5,,
1144680,1979,12,1990,6,雲南省,
1144680,1990,6,1994,8,,
1144680,1994,8,2001,4,,
1144680,1997,8,2000,2,雲南省,
1144680,2000,2,2007,3,雲南省,
1144680,2001,4,2001,6,雲南省,
1144680,2001,7,2006,8,雲南省,
1144680,2003,8,2003,12,,
1144680,2006,8,2007,6,雲南省,
1144680,2007,6,2010,10,雲南省,
1144680,2010,10,now,,西藏自治區,
1170544,1983,7,1984,10,陝西省,
1170544,1984,10,1986,9,陝西省,
1170544,1989,7,1991,11,陝西省,
1170544,1991,11,1992,4,陝西省,
1170544,1992,4,1992,7,,
1170544,1992,7,1994,12,,
1170544,1994,12,1997,11,,
1170544,1997,11,2001,1,,
1170544,2001,1,2003,6,,
1170544,2004,12,2007,11,,
1170544,2003,6,2004,12,山西省,
1170544,2005,1,2006,8,,
1170544,2005,12,2007,11,,
1170544,2007,11,2013,5,青海省,
1170544,2013,5,now,,吉林省,
1141817,2002,9,now,,,
1141817,2011,5,now,,,
1140592,1970,,1980,,,
1140592,1980,,1981,,黑龍江省,
1140592,1981,,1982,,,
1140592,1982,,1988,,黑龍江省,
1140592,1988,,1993,,,
1140592,1993,,1997,9,,
1140592,1997,9,2004,8,,
1140076,1974,,1982,,,
1140076,1982,,1984,,,
1140076,1984,8,1986,,,
1140076,1986,3,1991,8,,
1140076,1987,11,1992,10,,
1140076,1991,6,1994,11,,
1140076,1992,10,1997,9,,
1140076,1994,5,2000,9,,
1141874,1977,,1983,,,
1141874,1983,,1985,,寧夏回族自治區|寧夏自治區,
1141874,1985,,1990,,寧夏回族自治區|寧夏自治區,
1141874,1990,,1994,,寧夏回族自治區|寧夏自治區,
1141874,1994,,1995,,,
1141874,1995,,1996,,寧夏回族自治區|寧夏自治區,
1141874,1996,,1998,,寧夏回族自治區|寧夏自治區,
1141874,1998,,2002,,寧夏回族自治區|寧夏自治區,
1141874,2002,,2003,,寧夏回族自治區|寧夏自治區,
1141874,2003,,2005,,寧夏回族自治區|寧夏自治區,
1141874,2005,1,2013,1,寧夏回族自治區|寧夏自治區,
1141874,2007,6,2012,6,寧夏回族自治區|寧夏自治區,
1141874,2007,6,2013,1,寧夏回族自治區|寧夏自治區,
1141874,2013,1,now,,寧夏回族自治區|寧夏自治區,
1143847,1976,8,1981,6,山東省,
1143847,1981,6,1982,2,山東省,
1143847,1982,2,1993,3,山東省,
1143847,1983,10,1991,8,山東省,
1143847,1991,9,1993,3,山東省,
1143847,1997,12,2003,,山東省,
1143847,2003,4,2008,2,山東省,
1143847,2002,12,now,,山東省,
1143847,2003,4,now,,山東省,
1143847,2008,1,now,,山東省,
1164473,,,2014,7,,
1142121,1978,,1980,,,
1142121,1980,1,1982,4,,
1142121,1982,4,1983,7,寧夏回族自治區|寧夏自治區,
1142121,1982,6,1983,2,寧夏回族自治區|寧夏自治區,
1142121,1982,6,1983,5,,
1142121,1983,2,1983,4,寧夏回族自治區|寧夏自治區,
1142121,1983,4,1987,4,寧夏回族自治區|寧夏自治區,
1142121,1983,7,1986,12,寧夏回族自治區|寧夏自治區,
1142121,1987,4,1988,6,寧夏回族自治區|寧夏自治區,
1142121,1987,6,1988,4,,
1141497,1959,4,1986,5,,
1141497,1979,3,1980,9,,
1141497,1984,3,1986,5,,
1153049,1973,12,1980,9,,
1153049,1980,9,1986,9,,
1153049,1986,9,1990,2,,
1153049,1990,12,1992,5,,
1153049,1992,5,1995,10,,
1153049,1995,10,1997,4,,
1153049,1997,4,1999,2,,
1153049,1999,2,2001,1,,
1153049,2001,1,2002,7,,
1153049,2002,7,2009,10,,
1153049,2009,10,2012,6,,
1153049,2012,6,now,,,
1144555,2004,8,2005,9,,
1144555,2005,9,2007,3,北京市,
1144555,2007,3,2010,2,北京市,
1144555,2010,1,2012,1,北京市,
1144555,2011,10,2013,7,,
1144555,2010,11,now,,,
1144555,2014,2,now,,,
1138657,1972,,1982,4,,
1138657,1982,4,1993,3,,
1138657,1982,9,1985,9,,
1138657,1983,4,1994,7,,
1138657,1983,4,1995,9,,
1138657,1985,9,1987,10,,
1138657,1987,10,1997,9,,
1138657,1994,7,1998,11,,
1143970,2008,3,now,,,
1168005,1993,,1994,,,
1168005,2005,7,now,,,
1173153,1983,8,1985,7,,
1173153,1985,7,1986,7,,
1173153,1986,7,1988,3,,
1173153,1988,3,1993,9,,
1173153,1993,9,1998,2,,
1173153,1998,2,1998,7,,
1173153,1998,7,2001,12,,
1173153,1998,7,2001,12,,
1173153,2001,12,2005,4,,
1173153,2005,4,2010,9,,
1173153,2010,9,now,,,
1173153,2014,11,now,,,
1173153,2014,11,now,,,
1164034,1978,5,1982,1,江蘇省,
1164034,1982,1,1983,9,江蘇省,
1164034,1983,9,1985,1,江蘇省,
1164034,1985,1,1989,11,江蘇省,
1164034,1989,11,1994,11,江蘇省,
1164034,1994,11,1995,3,江蘇省,
1164034,1995,3,1997,5,江蘇省,
1164034,1997,5,2000,12,江蘇省,
1164034,2002,11,2007,10,,
1164034,2003,11,2008,12,北京市,
1164034,2000,12,now,,,
1164034,2007,10,now,,,
1164034,2012,11,now,,,
1164034,2013,3,now,,,
1138727,1974,2,1985,,廣東省,
1138727,1985,9,1989,,廣東省,
1138727,1989,10,1991,,廣東省,
1138727,1991,10,1992,,廣東省,
1138727,1992,12,1993,,廣東省,
1138727,1993,5,1995,,廣東省,
1138727,1995,10,1996,3,廣東省,
1138727,1995,10,1998,10,廣東省,
1138727,1996,3,2000,10,廣東省,
1138727,1998,10,2002,8,廣東省,
1138727,2000,,2002,,廣東省,
1138727,2002,8,2006,,廣東省,
1138727,2006,,2007,,廣東省,
1138727,2007,1,2010,,廣東省,
1138727,2007,1,2008,1,廣東省,
1138727,2007,10,2012,11,,
1138727,2008,1,2010,2,廣東省,
1138727,2010,2,now,,廣東省,
1138727,2013,1,now,,廣東省,
1140789,1987,7,1988,4,,
1140789,1993,4,1995,1,,
1140789,1998,3,2003,3,,
1140144,1975,11,1982,9,,
1140144,1982,9,1984,10,,
1140144,1984,10,1991,5,,
1140144,1991,5,1992,9,,
1140144,1992,9,1993,9,廣東省,
1140144,1993,9,1993,11,廣東省,
1140144,1993,11,1995,5,廣東省,
1140144,1995,5,1998,4,廣東省,
1140144,2002,11,2007,10,,
1140144,1998,4,now,,廣東省,
1140144,2005,1,now,,廣東省,
1142184,1982,6,1985,1,,
1142184,1982,6,1985,1,陝西省,
1142728,1982,9,1985,8,青海省,
1143191,1974,,1985,,,
1143191,1985,,1989,,,
1143191,1989,,1991,,,
1143191,1991,,1992,,廣東省,
1143191,1992,,1993,,廣東省,
1143191,1993,,1995,,廣東省,
1143191,1995,,1998,,廣東省,
1143191,1995,,1996,,廣東省,
1143191,1996,,1998,,廣東省,
1143191,2000,,2010,,廣東省,
1143191,2000,,2002,,廣東省,
1143191,2002,,2006,,廣東省,
1143191,2007,,2010,,廣東省,
1143191,2010,,2013,1,廣東省,
1143191,2013,1,now,,廣東省,
1165976,2006,5,2012,6,湖北省,
1165976,2012,6,now,,吉林省,
1165976,2012,7,now,,吉林省,
1165976,2012,9,now,,,
1138211,1972,1,1982,2,,
1138211,1982,2,1983,4,,
1138211,1983,4,1984,8,,
1138211,1984,8,1985,6,,
1138211,1985,6,1988,7,,
1138211,1988,7,1991,2,,
1138211,1988,7,1993,8,,
1138211,1991,2,2002,10,,
1138211,1991,2,2002,9,,
1138211,1992,10,2007,10,,
1138211,1993,8,2002,10,,
1138211,2002,10,2003,1,重慶市,
1138211,2005,12,2008,3,,
1138211,2008,3,now,,,
1141442,1969,4,1982,9,,
1141442,1977,12,1980,12,,
1141442,1977,12,1982,4,,
1141442,1981,3,1982,5,,
1141442,1982,9,1989,12,,
1141442,1983,10,1987,,,
1141442,1985,9,1989,12,,
1141440,1976,11,1983,11,甘肅省,
1141440,1983,11,1986,8,甘肅省,
1141440,1986,8,1989,9,甘肅省,
1141440,1989,9,1992,11,甘肅省,
1141440,1992,11,1995,8,甘肅省,
1141440,1994,7,1995,8,甘肅省,
1141440,1995,8,1998,2,甘肅省,
1141440,1998,2,2000,2,甘肅省,
1141440,2000,2,2001,8,甘肅省,
1141440,2000,2,2001,8,甘肅省,
1141440,2001,8,2002,3,甘肅省,
1141440,2002,3,2004,6,甘肅省,
1141440,2002,11,2007,10,,
1141440,2004,7,2008,1,甘肅省,
1141440,2005,2,2008,1,甘肅省,
1141440,2008,1,now,,甘肅省,
1139019,1970,1,1983,3,湖北省,
1139019,1983,3,1990,10,湖北省,
1139019,1990,10,1993,12,湖北省,
1139019,1994,2,1999,2,湖北省,
1139019,2002,11,2007,10,,
1139019,1993,12,now,,湖北省,
1139019,2001,9,now,,湖北省,
1143189,1987,,1992,,,
1143189,1992,,1998,,,
1143189,1998,11,1999,8,,
1143234,1982,,1983,,廣西壯族自治區|廣西自治區,
1143234,1983,,1984,,廣西壯族自治區|廣西自治區,
1143234,1984,,1990,,廣西壯族自治區|廣西自治區,
1143234,1990,,1991,,廣西壯族自治區|廣西自治區,
1143234,1991,,1993,,廣西壯族自治區|廣西自治區,
1143234,1993,,1998,,廣西壯族自治區|廣西自治區,
1143234,1996,,1998,,廣西壯族自治區|廣西自治區,
1143234,1998,,2003,,廣西壯族自治區|廣西自治區,
1143234,2003,5,2008,2,廣西壯族自治區|廣西自治區,
1143234,2003,7,2008,2,廣西壯族自治區|廣西自治區,
1143234,,,2012,3,,
1143234,2006,11,now,,廣西壯族自治區|廣西自治區,
1143234,2011,12,now,,廣西壯族自治區|廣西自治區,
1143234,2012,4,now,,,
1168012,1984,,2009,,,
1138944,1979,1,1983,2,,
1138944,1982,4,1983,2,,
1138944,1983,2,1984,2,上海市,
1138944,1984,2,1990,1,上海市,
1138944,1990,1,1995,7,上海市,
1138944,1995,7,1996,4,上海市,
1138944,1995,7,1998,2,上海市,
1138944,1996,11,1998,2,上海市,
1138944,1998,2,2000,1,上海市,
1138944,2000,1,2003,9,上海市,
1138944,2000,2,2003,9,上海市,
1138944,2000,6,2003,9,上海市,
1138944,2003,9,2012,5,,
1138944,2008,3,now,,,
1140954,1984,8,1993,2,北京市,
1140577,1977,10,1982,8,,
1140577,1982,8,1986,1,,
1140577,1986,1,1988,6,,
1140577,1988,6,1990,10,,
1140577,1990,10,1995,1,,
1140577,1995,1,1996,5,,
1140577,1996,5,1998,5,,
1140577,1998,5,1999,6,,
1140577,2001,8,2003,2,江蘇省,
1140577,2003,2,2003,9,江蘇省,
1140577,2003,9,2008,3,,
1140577,2008,3,2008,11,,
1140577,2008,3,2008,11,,
1140577,2008,11,2010,12,北京市,
1140577,2010,12,now,,新疆維吾爾自治區|新疆自治區,
1140577,2010,12,now,,新疆維吾爾自治區|新疆自治區,
1144233,2008,10,now,,,
1138466,1978,6,1982,9,廣東省,
1138466,1982,9,1985,9,廣東省,
1138466,1985,9,1987,12,廣東省,
1138466,1987,12,1988,2,廣東省,
1138466,1988,2,1992,5,廣東省,
1138466,1992,4,2011,11,廣東省,
1138466,1992,5,1996,12,廣東省,
1138466,1993,5,2011,11,廣東省,
1138466,1997,9,2002,11,,
1138466,1998,4,2002,9,廣東省,
1138466,2001,3,2002,9,廣東省,
1138466,2002,10,2003,1,廣東省,
1138466,2002,11,2012,11,,
1138466,2003,1,2011,11,廣東省,
1138466,2010,8,2012,2,廣東省,
1138466,2011,12,now,,,
1141692,1976,10,1982,9,,
1141692,1976,12,1982,11,,
1141692,1977,8,1982,9,,
1141692,1977,10,1982,4,,
1141692,1980,9,1982,5,,
1141692,1982,5,1983,6,,
1141692,1983,6,1988,4,,
1141692,1987,11,1992,10,,
1141692,1987,11,1992,10,,
1141692,1993,5,now,,,
1138152,1977,,1980,,上海市,
1138152,1980,,1982,,上海市,
1138152,1982,,1983,,上海市,
1138152,1983,3,2002,10,上海市,
1138152,1983,5,1984,11,上海市,
1138152,1984,11,1985,12,上海市,
1138152,1985,6,1994,9,上海市,
1138152,1986,10,1991,4,上海市,
1138152,1987,11,1992,10,,
1138152,1991,4,1995,2,上海市,
1138152,1992,4,1995,9,上海市,
1138152,1992,10,2007,6,,
1138152,1994,9,2002,10,上海市,
1138152,1994,9,2007,6,,
1138152,1995,4,1997,1,上海市,
1138152,2002,11,2007,6,,
1138152,2003,3,2007,6,,
1140636,1983,7,1987,10,江蘇省,
1140636,1987,10,1989,7,江蘇省,
1140636,1989,7,1993,11,江蘇省,
1140636,1992,2,1993,2,江蘇省,
1140636,1993,11,1996,12,江蘇省,
1140636,1996,12,2000,5,江蘇省,
1140636,1997,6,2000,5,江蘇省,
1140636,2000,5,2003,2,江蘇省,
1140636,2003,2,2012,3,江蘇省,
1140636,2007,12,now,,江蘇省,
1140636,2011,12,now,,江蘇省,
1140636,2012,11,now,,,
1141907,,,1984,10,北京市,
1138908,1976,11,1982,12,浙江省,
1138908,1982,12,1984,1,浙江省,
1138908,1984,1,1985,9,浙江省,
1138908,1985,9,1989,7,浙江省,
1138908,1989,7,1990,9,浙江省,
1138908,1990,9,1994,9,浙江省,
1138908,1994,9,1996,8,浙江省,
1138908,1996,8,1998,1,浙江省,
1138908,1998,1,1998,11,浙江省,
1138908,1998,11,2003,11,浙江省,
1138908,2002,11,2012,11,,
1138908,2003,11,2007,6,天津市,
1138908,2003,11,2007,12,天津市,
1138908,2003,12,2007,12,天津市,
1138908,2007,6,2007,12,天津市,
1138908,2007,12,2014,12,天津市,
1138908,2007,12,2008,1,天津市,
1138908,2007,12,now,,天津市,
1138908,2008,1,now,,天津市,
1138908,2014,12,now,,天津市,
1138908,2015,1,now,,天津市,
1138908,2012,11,now,,,
1142904,1978,1,1982,12,新疆維吾爾自治區|新疆自治區,
1142904,1979,6,1980,6,新疆維吾爾自治區|新疆自治區,
1142904,1980,6,1982,12,新疆維吾爾自治區|新疆自治區,
1142904,1981,9,1982,6,新疆維吾爾自治區|新疆自治區,
1142904,1983,5,1983,12,甘肅省,
1142904,1983,5,1984,3,甘肅省,
1142904,1983,12,1988,11,甘肅省,
1142904,1983,12,1988,11,甘肅省,
1142904,1987,11,1992,10,,
1141031,1970,4,1981,1,雲南省,
1141031,1981,1,1983,8,,
1141031,1983,8,1986,2,雲南省,
1141031,1986,2,1986,8,雲南省,
1141031,1986,8,1988,5,雲南省,
1141031,1988,5,1993,5,雲南省,
1141031,1993,5,1996,9,雲南省,
1141031,1996,9,1998,3,雲南省,
1141031,1998,6,2001,2,雲南省,
1141031,1998,6,2001,12,雲南省,
1141031,2001,2,2004,5,雲南省,
1141031,2008,1,now,,雲南省,
1159628,1996,,1998,,,
1159628,1998,,1999,,重慶市,
1159628,2000,9,2002,12,重慶市,
1159628,2002,12,2005,8,重慶市,
1159628,2005,8,2007,12,重慶市,
1159628,2007,12,2009,8,重慶市,
1159628,,,now,,重慶市（檢查）,
1141443,1977,8,1987,11,,
1141443,1978,11,1985,12,湖北省,
1141443,1978,11,1983,1,湖北省,
1141443,1978,12,1980,1,湖北省,
1141443,1980,1,1982,8,湖北省,
1141443,1981,3,1984,7,湖北省,
1141443,1982,8,1983,4,湖北省,
1141443,1983,1,1983,12,湖北省,
1141443,1983,4,1986,1,湖北省,
1141443,1983,12,1985,12,湖北省,
1141443,1984,7,1986,1,湖北省,
1141443,1986,5,1993,2,湖北省,
1141443,1986,5,1993,2,湖北省,
1141691,1978,3,1983,6,,
1141691,1978,9,1983,9,,
1141691,1978,9,1983,9,,
1141691,1978,9,1983,9,,
1141691,1978,12,1982,9,,
1141691,1982,9,1987,11,,
1141691,1983,9,1988,9,,
1141691,1988,4,1998,3,,
1138508,1978,4,1980,1,安徽省,
1138508,1980,1,1981,11,安徽省,
1138508,1981,11,1983,3,安徽省,
1138508,1983,3,1986,4,安徽省,
1138508,1983,3,1986,4,安徽省,
1138508,1985,9,1987,11,,
1138508,1986,4,1987,6,,
1138508,1987,7,1990,2,江西省,
1138508,1989,12,1997,8,寧夏回族自治區|寧夏自治區,
1138508,1992,10,1997,9,,
1138508,1998,3,2003,3,,
1139980,1982,2,1983,5,,
1139980,1983,5,1985,8,貴州省,
1139980,1985,8,1988,9,貴州省,
1139980,1988,9,1990,5,貴州省,
1139980,1988,9,1990,5,貴州省,
1139980,1990,5,1992,6,貴州省,
1139980,1990,5,1993,10,貴州省,
1139980,1992,6,1993,10,貴州省,
1139980,1992,10,2007,10,,
1139980,1993,2,1993,10,貴州省,
1139980,1993,10,1996,12,貴州省,
1139980,1993,11,2007,1,貴州省,
1139980,1994,12,1996,12,貴州省,
1139980,1995,11,1999,5,貴州省,
1139980,1996,12,1998,8,,
1139980,1999,5,2007,1,貴州省,
1139980,2007,1,2009,11,貴州省,
1139495,1995,10,2005,5,福建省,
1139495,2001,12,2005,5,福建省,
1143762,1970,7,1980,10,陝西省,
1143762,1980,10,1988,9,陝西省,
1143762,1988,9,1994,12,陝西省,
1143762,1994,12,1995,2,陝西省,
1143762,1995,2,1995,8,陝西省,
1143762,1995,8,1997,11,陝西省,
1143762,1997,11,2003,2,陝西省,
1143762,2002,2,2003,12,陝西省,
1143762,2003,2,2008,2,,
1143762,2003,12,2008,2,陝西省,
1143762,2006,1,2008,2,陝西省,
1143762,2008,1,2013,1,陝西省,
1143762,2008,6,2014,1,陝西省,
1143762,2013,4,2014,1,陝西省,
1143762,2008,1,now,,陝西省,
1143762,2008,7,now,,陝西省,
1143762,2012,5,now,,陝西省,
1143762,2013,4,now,,陝西省,
1152615,2004,10,2009,8,,
1152615,2011,10,now,,,
1152615,2013,3,now,,,
1140352,2002,3,2008,12,,
1140352,2003,12,2008,12,,
1140352,2008,3,2013,3,,
1140352,2008,12,now,,吉林省,
1140352,2013,1,now,,吉林省,
1140352,2008,12,now,,吉林省,
1141688,1977,12,1981,2,,
1141688,1981,2,1984,9,,
1141688,1984,9,1987,2,,
1141688,1987,2,1994,10,,
1141688,1994,10,1999,8,,
1139617,1977,4,1980,9,雲南省,
1139617,1980,9,1983,7,雲南省,
1139617,1983,7,1986,3,雲南省,
1139617,1986,3,1989,12,雲南省,
1139617,1989,12,1993,5,雲南省,
1139617,1993,5,2003,1,雲南省,
1139617,2003,1,now,,雲南省,
1139790,1988,4,1991,9,天津市,
1141693,1978,3,1983,6,,
1141693,1978,5,1983,6,,
1141693,1978,6,1980,1,,
1141693,1978,12,1982,9,,
1141693,1980,9,1981,1,,
1141693,1982,9,1987,11,,
1141693,1982,9,1987,11,,
1142307,1989,6,1990,9,,
1142307,1990,9,1995,5,,
1142307,1995,5,1999,10,,
1142307,1999,10,2000,9,,
1142307,2000,9,2001,2,,
1142307,2001,2,2005,4,甘肅省,
1142307,2002,4,2003,12,甘肅省,
1142307,2003,12,2005,4,甘肅省,
1142307,2005,4,2012,8,甘肅省,
1142307,2011,11,2012,8,甘肅省,
1142307,2012,8,2012,11,甘肅省,
1142307,2012,11,now,,甘肅省,
1140604,1982,9,1984,6,,
1140604,1987,9,1990,10,,
1140604,1990,10,1992,11,,
1140604,1992,11,1996,1,,
1140604,1996,1,1997,12,廣東省,
1140604,1997,9,2007,10,,
1140604,2001,10,now,,,
1140604,2008,3,now,,,
1138602,1978,7,1984,11,,
1138602,1984,11,1986,11,,
1138602,1986,11,1987,5,,
1138602,1987,5,1988,3,,
1138602,1988,3,1992,1,,
1138602,1992,1,1993,2,,
1138602,1993,2,1993,6,,
1138602,1993,6,1994,12,,
1138602,1994,12,1997,12,,
1138602,1997,12,2000,11,,
1138602,1998,12,2001,10,,
1138602,2000,11,2002,2,,
1138602,2001,10,2002,2,,
1138602,2002,2,2003,3,,
1138602,2002,11,2007,10,,
1138602,2003,3,2015,2,,
1138602,2013,3,now,,,
1140503,1992,10,1994,5,河南省,
1140503,1997,3,1998,3,河南省,
1140503,1998,3,2003,3,,
1140503,2003,1,2006,11,,
1140503,2004,2,now,,安徽省,
1144190,1982,2,1991,7,,
1144190,1991,7,1996,12,,
1144190,1996,12,2013,6,,
1144190,2000,6,2013,6,,
1144190,2002,6,2006,10,,
1144190,2003,3,2004,3,,
1144190,2006,10,2013,6,,
1144190,2013,6,now,,,
1139920,1988,2,1993,3,廣東省,
1139920,1989,4,1993,5,廣東省,
1148042,1995,2,1998,12,江西省,
1148042,1998,12,1999,4,,
1148042,2001,1,2002,8,,
1148042,2002,8,2004,2,,
1148042,2004,2,2004,5,江西省,
1148042,2004,5,2005,11,廣東省,
1148042,2005,11,2012,9,廣東省,
1148042,2012,9,2013,11,,
1148042,2013,11,now,,,
1166430,,,now,,,
1171422,1984,12,1993,3,,
1171422,1993,3,1998,8,,
1171422,1998,8,2003,7,,
1171422,2003,7,2008,3,,
1171422,2005,4,2008,3,,
1171422,2008,3,2009,8,,
1171422,2009,8,2014,8,,
1171422,2014,5,2014,8,,
1171422,2014,8,now,,,
1140857,1982,4,1988,4,,
1140857,1988,4,1993,3,,
1140857,1993,3,1998,3,,
1140857,1997,11,2003,9,,
1152307,1982,2,1984,3,,
1152307,1984,3,1989,3,,
1152307,1989,3,1993,3,雲南省,
1152307,1991,7,1993,3,雲南省,
1152307,1993,3,1996,5,雲南省,
1152307,1995,4,1995,11,,
1152307,1996,5,2001,12,雲南省,
1152307,2000,6,2001,12,雲南省,
